"Geographic area","Time period","Sex","Adjusted net attendance rate, one year before the official primary entry age","Adjusted net attendance rate for children of primary school age","Adjusted net attendance rate for adolescents of lower secondary school age","Adjusted net attendance rate for youth of upper secondary school age","Completion rate for children of primary school age","Completion rate for adolescents of lower secondary school age","Completion rate for youth of upper secondary education school age","Out-of-school rate for children of primary school age","Out-of-school rate for adolescents of lower secondary school age","Out-of-school rate for youth of upper secondary school age","Out-of-school rate for youth of upper secondary school age (administrative data)","Youth literacy rate for 15-24 years","Proportion of students at the end of primary achieving at least a minimum proficiency level in mathematics","Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in mathematics","Proportion of students at the end of lower secondary achieving at least a minimum proficiency level in reading","Out-of-school rate for children one year younger than official entry age (administrative data)","Out-of-school rate for children of primary school age (administrative data)","Out-of-school rate for adolescents of lower secondary school age (administrative data)","Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in mathematics","Proportion of students in Grade 2 or 3 achieving at least a minimum proficiency level in reading","Proportion of students at the end of primary achieving at least a minimum proficiency level in reading"
"Finland","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","98.28993"
"Finland","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","85.18339","-","-","-","-","-","-","-","-"
"Finland","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","79.42611","-","-","-","-","-","-","-","-"
"France","2019","Female","-","-","-","-","-","-","-","-","-","-","3.63803","-","-","-","-","0.17218","-","0.51075","-","-","-"
"France","2019","Male","-","-","-","-","-","-","-","-","-","-","4.50545","-","-","-","-","0","-","0.4155","-","-","-"
"France","2019","Total","-","-","-","-","-","-","-","-","-","-","4.08296","-","57","-","-","0.0843","0.0054","0.46203","-","-","-"
"France","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","78.6961","83.68581","-","-","-","-","-","-"
"France","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","78.79135","74.56261","-","-","-","-","-","-"
"France","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","78.74437","79.06275","-","-","-","-","-","-"
"France","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.02556","-","-","-","94.67617"
"France","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.30242","-","-","-","92.79399"
"France","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","93.71542"
"France","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","57.04231","-","-","-","-","-","-","-","-"
"France","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","59.02802","-","-","-","-","-","-","-","-"
"Gabon","2019","Female","-","-","-","-","-","-","-","-","-","-","40.01954","-","-","-","-","-","22.84137","28.64093","-","-","-"
"Gabon","2019","Male","-","-","-","-","-","-","-","-","-","-","43.57113","-","-","-","-","-","23.74649","31.76935","-","-","-"
"Gabon","2019","Total","-","-","-","-","-","-","-","-","-","-","41.80676","-","22.9","-","-","-","23.2981","30.21708","88.5","66.1","76.3"
"Gabon","2018","Female","-","-","-","-","-","-","-","-","-","-","-","91.44938","-","-","-","-","-","-","-","-","-"
"Gabon","2018","Male","-","-","-","-","-","-","-","-","-","-","-","88.14196","-","-","-","-","-","-","-","-","-"
"Gabon","2018","Total","-","-","-","-","-","-","-","-","-","-","-","89.78366","-","-","-","-","-","-","-","-","-"
"Gabon","2012","Female","77.916519","98.400002","58.5","18.6","74.703552","32.904999","13.78477","3.0999999","2.6874239","18.2528","-","-","-","-","-","-","-","-","-","-","-"
"Gabon","2012","Male","84.646271","96.900002","50.599998","13","65.894753","31.962271","13.69669","4.4000001","4.0560699","17.67494","-","-","-","-","-","-","-","-","-","-","-"
"Gabon","2012","Total","81.090652","97.699997","54.799999","15.9","70.586723","32.460979","13.74806","3.7","3.329736","17.98093","-","-","-","-","-","-","-","-","-","-","-"
"Gambia","2020","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","37.31008","-","-","-","-","-"
"Gambia","2020","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","42.18541","-","-","-","-","-"
"Gambia","2020","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","39.77212","-","-","-","-","-"
"Gambia","2018","Female","74.599998","80.400002","49.700001","32.200001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4","6.3","-"
"Gambia","2018","Male","74.5","75.699997","38.200001","29","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.4","3.8","-"
"Gambia","2018","Total","74.599998","78.099998","44.200001","30.700001","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.7","5.2","-"
"Gambia","2013","Female","-","-","-","-","60.073891","47.649269","28.23843","26.6","35.340038","54.952721","-","-","-","-","-","-","-","-","-","-","-"
"Gambia","2013","Male","-","-","-","-","64.274437","49.890072","32.780609","27.700001","30.19516","44.462711","-","-","-","-","-","-","-","-","-","-","-"
"Gambia","2013","Total","-","-","-","-","62.08604","48.697842","30.369619","27.1","32.913952","49.91692","-","-","-","-","-","-","-","-","-","-","-"
"Georgia","2020","Female","-","-","-","-","-","-","-","-","-","-","3.58403","-","-","-","-","-","0.07433","0.5853","-","-","-"
"Georgia","2020","Male","-","-","-","-","-","-","-","-","-","-","6.32259","-","-","-","-","-","1.12433","1.66651","-","-","-"
"Georgia","2020","Total","-","-","-","-","-","-","-","-","-","-","5.03598","-","-","-","-","-","0.62309","1.15697","-","-","-"
"Georgia","2019","Female","-","-","-","-","-","-","-","-","-","-","-","99.6822","-","-","-","-","-","-","-","-","-"
"Georgia","2019","Male","-","-","-","-","-","-","-","-","-","-","-","99.72337","-","-","-","-","-","-","-","-","-"
"Georgia","2019","Total","-","-","-","-","-","-","-","-","-","-","-","99.70421","56","-","-","-","-","-","-","-","-"
"Georgia","2018","Female","92.217216","98.008698","95.994034","86.800003","99.908241","97.781189","82.90712","0.88570619","0.7833119","8.2262192","-","-","-","39.71578","44.00627","-","-","-","-","-","-"
"Georgia","2018","Male","87.454514","97.801666","96.067482","82.900002","99.904556","97.649307","79.081383","1.467274","1.512432","13.63955","-","-","-","38.23928","27.93804","-","-","-","-","-","-"
"Georgia","2018","Total","89.599998","97.900002","96","84.599998","99.900002","97.699997","80.900002","1.2","1.2","11.3","-","-","-","38.94551","35.62373","-","-","-","-","-","-"
"Georgia","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","89.73262"
"Georgia","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","83.28828"
"Georgia","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","86.47637"
"Georgia","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","47.78539","-","-","-","-","-","-","-","-"
"Georgia","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","46.77198","-","-","-","-","-","-","-","-"
"Germany","2019","Female","-","-","-","-","-","-","-","-","-","-","15.47586","-","-","-","-","2.64816","0.3035","3.15616","-","-","-"
"Germany","2019","Male","-","-","-","-","-","-","-","-","-","-","14.12028","-","-","-","-","3.28345","1.62742","5.36824","-","-","-"
"Germany","2019","Total","-","-","-","-","-","-","-","-","-","-","14.77075","-","75","-","-","2.97508","0.98669","4.30337","-","-","-"
"Germany","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","78.99732","83.62351","-","-","-","-","-","-"
"Germany","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","78.82264","75.61141","-","-","-","-","-","-"
"Germany","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","78.90338","79.31491","-","-","-","-","-","-"
"Germany","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","96.17979"
"Germany","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","94.80321"
"Germany","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","94.50745"
"Germany","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","76.02794","-","-","-","-","-","-","-","-"
"Germany","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","77.33704","-","-","-","-","-","-","-","-"
"Ghana","2020","Female","-","-","-","-","-","-","-","-","-","-","24.65227","-","-","-","-","5.82226","5.07016","5.89727","-","-","-"
"Ghana","2020","Male","-","-","-","-","-","-","-","-","-","-","25.00309","-","-","-","-","7.61218","6.86001","9.27129","-","-","-"
"Ghana","2020","Total","-","-","-","-","-","-","-","-","-","-","24.83153","-","-","-","-","6.73622","5.9837","7.61995","-","-","-"
"Ghana","2018","Female","90.127312","82.254677","44.05172","19.26824","73.145287","50.225689","8.7223024","5.9853601","6.4363341","29.027229","-","92.20855","-","-","-","-","-","-","-","-","-"
"Ghana","2018","Male","86.046494","79.686996","37.62891","19.94031","68.88044","44.920261","11.68049","7.0418291","7.7166529","21.296551","-","92.761","-","-","-","-","-","-","-","-","-"
"Ghana","2018","Total","88.089569","80.937157","40.93626","19.628309","70.957199","47.422539","10.04279","6.527452","7.0573678","24.885349","-","92.49097","-","-","-","-","-","-","-","-","-"
"Ghana","2017","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4.8","5.6","-"
"Ghana","2017","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","10.7","6","-"
"Ghana","2017","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","7.8","5.8","-"
"Greece","2019","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2.57892","0.61721","3.72949","-","-","-"
"Greece","2019","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","4.04922","1.15124","2.65105","-","-","-"
"Greece","2019","Total","-","-","-","-","-","-","-","-","-","-","1.00562","-","-","-","-","3.33834","0.89269","3.17632","-","-","-"
"Greece","2018","Female","-","-","-","-","-","-","-","-","-","-","6.21379","99.07","-","65.37629","78.38315","-","-","-","-","-","-"
"Greece","2018","Male","-","-","-","-","-","-","-","-","-","-","3.81996","99.26","-","62.97993","60.83468","-","-","-","-","-","-"
"Greece","2018","Total","-","-","-","-","-","-","-","-","-","-","-","99.16","-","64.16108","69.4842","-","-","-","-","-","-"
"Grenada","2020","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","15.71268","-","-","-","-","-"
"Grenada","2020","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","14.76293","-","-","-","-","-"
"Grenada","2020","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","15.22815","-","-","-","-","-"
"Grenada","2018","Total","-","-","-","-","-","-","-","-","-","-","0.13537","-","-","-","-","-","0.76442","-","-","-","-"
"Grenada","2016","Female","-","-","-","-","-","-","-","-","-","-","11.4098","-","-","-","-","-","2.82159","-","-","-","-"
"Grenada","2016","Male","-","-","-","-","-","-","-","-","-","-","11.6657","-","-","-","-","-","3.80146","-","-","-","-"
"Grenada","2014","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3.19657","-","-","-"
"Guatemala","2020","Female","-","-","-","-","-","-","-","-","-","-","64.20129","-","-","-","-","17.21316","10.02081","36.76773","-","-","-"
"Guatemala","2020","Male","-","-","-","-","-","-","-","-","-","-","61.8744","-","-","-","-","17.70292","11.06562","32.69608","-","-","-"
"Guatemala","2020","Total","-","-","-","-","-","-","-","-","-","-","63.0151","-","-","-","-","17.46337","10.55454","34.68919","-","-","-"
"Guatemala","2018","Female","-","-","-","-","-","-","-","-","-","-","-","93.86512","-","-","-","-","-","-","-","-","-"
"Guatemala","2018","Male","-","-","-","-","-","-","-","-","-","-","-","95.37834","-","-","-","-","-","-","-","-","-"
"Guatemala","2018","Total","-","-","-","-","-","-","-","-","-","-","-","94.60415","-","-","-","-","-","-","-","-","-"
"Guatemala","2015","Female","91.281563","93","49.5","29.299999","76.219162","45.090641","25.43832","5.8000002","33.599998","53.8465","-","-","-","9.65206","32.58363","-","-","-","-","-","-"
"Guatemala","2015","Male","90.98381","94.300003","54.200001","33.599998","79.97261","51.74752","27.17853","5.0999999","24","43.618469","-","-","-","11.53258","27.55319","-","-","-","-","-","-"
"Guatemala","2015","Total","91.131767","93.599998","51.799999","31.4","78.057869","48.24213","26.215269","5.5","28.700001","48.889931","-","-","-","10.63765","29.94714","-","-","-","-","-","-"
"Guinea","2020","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","54.52096","21.34023","-","-","-","-"
"Guinea","2020","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","50.97633","7.67858","-","-","-","-"
"Guinea","2020","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","52.73759","14.46402","-","-","-","-"
"Guinea","2019","Total","-","-","-","-","-","-","-","-","-","-","-","-","6.8","-","-","-","-","-","60.2","23.3","22.2"
"Guinea","2018","Female","50.44109","63.479858","28.97826","11.23958","38.596241","19.87079","12.5451","36.721821","53.886902","73.034439","-","43.46918","-","-","-","-","-","-","-","-","-"
"Guinea","2018","Male","53.436119","68.772346","35.106579","14.633","51.783451","32.728451","22.02212","31.45516","38.37429","49.570759","-","69.63989","-","-","-","-","-","-","-","-","-"
"Guinea","2018","Total","51.94297","66.13343","31.911381","12.72644","44.649391","25.398821","16.25728","34.0812","46.462311","62.75359","-","53.94052","-","-","-","-","-","-","-","-","-"
"Guinea","2016","Female","-","-","-","-","-","-","-","-","-","-","78.44389","-","-","-","-","-","-","61.88214","-","-","-"
"Guinea","2016","Male","-","-","-","-","-","-","-","-","-","-","62.97774","-","-","-","-","-","-","46.06227","-","-","-"
"Guinea","2016","Total","-","-","-","-","-","-","-","-","-","-","70.63212","-","-","-","-","-","-","53.88907","-","-","-"
"Guinea-Bissau","2019","Female","44.447338","69.65786","8.8714561","7.256999","25.063","16.384991","8.1030951","26.44644","26.079861","35.934319","-","-","-","-","-","-","-","-","-","-","-"
"Guinea-Bissau","2019","Male","45.494061","67.729897","10.28783","6.4768138","29.224979","17.8113","13.71268","28.91671","20.38961","28.521601","-","-","-","-","-","-","-","-","-","-","-"
"Guinea-Bissau","2019","Total","44.987091","68.683777","9.5710955","6.8644242","27.22732","17.050091","10.77863","27.69451","23.26907","32.20438","-","-","-","-","-","-","-","-","-","-","-"
"Guyana","2020","Female","98.050903","96.639526","91.860619","80.850723","98.698563","87.974953","67.787537","2.4953871","4.756506","12.3608","-","-","-","-","-","-","-","-","-","-","-"
"Guyana","2020","Male","97.335159","96.31913","88.286102","68.048607","96.152771","78.881142","53.666962","2.350554","5.4926901","22.37685","-","-","-","-","-","-","-","-","-","-","-"
"Guyana","2020","Total","97.699623","96.484734","89.986519","74.199951","97.366203","83.254868","61.344212","2.4254119","5.1424832","17.56419","-","-","-","-","-","-","-","-","-","-","-"
"Haiti","2017","Female","87.061157","85.176949","34.62418","23.124969","58.396599","38.157829","16.480619","7.5","5.201169","15.04152","-","-","-","-","-","-","-","-","-","-","-"
"Haiti","2017","Male","84.197357","83.357117","22.88789","19.208811","48.747589","31.908991","17.08531","8.8999996","7.2105021","14.08602","-","-","-","-","-","-","-","-","-","-","-"
"Haiti","2017","Total","85.544777","84.239754","28.422279","21.212839","53.601479","35.051491","16.754721","8.1999998","6.2629771","14.57498","-","-","-","-","-","-","-","-","-","-","-"
"Honduras","2020","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","23.23781","-","-","-","-","-"
"Honduras","2020","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","25.19501","-","-","-","-","-"
"Honduras","2020","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","24.23824","-","-","-","-","-"
"Honduras","2019","Female","91.705994","95.464539","64.631287","41.09795","89.190758","58.312931","36.66938","3.9058881","25.857731","45.02813","-","97.28868","-","-","-","-","-","-","-","-","-"
"Honduras","2019","Male","90.658989","94.158463","55.343311","34.187561","85.420349","49.898331","29.18779","5.010057","31.974701","48.01088","-","94.84312","-","-","-","-","-","-","-","-","-"
"Honduras","2019","Total","91.146637","94.798317","59.896961","37.626999","87.283363","54.185829","33.002911","4.4691091","28.97571","46.52631","-","96.08389","-","-","-","-","-","-","-","-","-"
"Honduras","2018","Female","-","-","-","-","-","-","-","-","-","-","54.91741","-","-","-","-","-","14.86876","38.24275","-","-","-"
"Honduras","2018","Male","-","-","-","-","-","-","-","-","-","-","60.40761","-","-","-","-","-","16.49416","40.69245","-","-","-"
"Honduras","2018","Total","-","-","-","-","-","-","-","-","-","-","57.71719","-","-","-","-","-","15.69807","39.49258","-","-","-"
"Honduras","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","12.40379","31.29932","-","-","-","-","-","-"
"Honduras","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","18.85566","27.89363","-","-","-","-","-","-"
"Honduras","2015","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","15.43761","29.69789","-","-","-","-","-","-"
"Hungary","2019","Female","-","-","-","-","-","-","-","-","-","-","11.36946","-","-","-","-","8.18072","5.67648","3.19793","-","-","-"
"Hungary","2019","Male","-","-","-","-","-","-","-","-","-","-","12.5985","-","-","-","-","5.51958","5.26811","2.77284","-","-","-"
"Hungary","2019","Total","-","-","-","-","-","-","-","-","-","-","12.00141","-","74","68","-","6.81751","5.46731","2.97966","-","-","-"
"Hungary","2018","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","79.45977","-","-","-","-","-","-"
"Hungary","2018","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","69.90336","-","-","-","-","-","-"
"Hungary","2018","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","74.72606","-","-","-","-","-","-"
"Hungary","2016","Female","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","97.744"
"Hungary","2016","Male","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","96.54117"
"Hungary","2016","Total","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","97.13811"
"Hungary","2015","Female","-","-","-","-","-","-","-","-","-","-","-","-","74.55678","65.03739","-","-","-","-","-","-","-"
"Hungary","2015","Male","-","-","-","-","-","-","-","-","-","-","-","-","75.25922","68.63867","-","-","-","-","-","-","-"
